text,risk_label,intent_label,language,tags
Xavfsizlik xizmati: UzCard kartangizdan shubhali to'lov aniqlandi. Bloklash: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
Siz tanlandingiz! Online ish bilan oyiga 1000$ topishni boshlang: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
Yangi Click versiyasini yuklang va bonus oling: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
Politsiya ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
Bepul Malibu yutib oldingiz! Hoziroq bosing: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
Telegram Admin: Profilingiz qoidabuzarlik uchun o'chirilishi mumkin. Kodni kiriting: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
Diqqat! UzCard kartangizdan pul yechilmoqda. Bekor qilish: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz noqonuniy kirish uchun bloklandi. Tiklash uchun: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
Siz tanlandingiz! Uyda o'tirib ishlash bilan oyiga 500$ topishni boshlang: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
Sizga bepul Telegram Premium yuborildi. Faollashtirish uchun botga kiring: @secure_uz_bot,DANGEROUS,REQUEST,uz,phishing_gen
TBC Bank to'lov tizimi: Sizning hisobingiz vaqtincha cheklangan. Tasdiqlang: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
Politsiya ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
Diqqat! NBU kartangizdan pul yechilmoqda. Bekor qilish: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 250,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://t.me/secure_bot",DANGEROUS,REQUEST,uz,phishing_gen
Xavfsizlik xizmati: Humo kartangizdan shubhali to'lov aniqlandi. Bloklash: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
Telegram Admin: Profilingiz qoidabuzarlik uchun o'chirilishi mumkin. Kodni kiriting: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
"Bank-online: Sizga 500,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://pay-fix.biz",DANGEROUS,REQUEST,uz,phishing_gen
Xavfsizlik xizmati: Asaka Bank kartangizdan shubhali to'lov aniqlandi. Bloklash: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
Yangi Payme versiyasini yuklang va bonus oling: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
Akkauntingiz buzildi! Darhol parolni almashtiring: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
TBC Bank to'lov tizimi: Sizning hisobingiz vaqtincha cheklangan. Tasdiqlang: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
"Bank-online: Sizga 500,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
Sizning Apelsin profilingiz shikoyatga uchradi. Kodni yuboring: 99373,DANGEROUS,REQUEST,uz,phishing_gen
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://pay-fix.biz",DANGEROUS,REQUEST,uz,phishing_gen
Sizning Click profilingiz shikoyatga uchradi. Kodni yuboring: 92502,DANGEROUS,REQUEST,uz,phishing_gen
Soliq qo'mitasi ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://check-user.online,DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz xavfsizlik testi uchun bloklandi. Tiklash uchun: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
"Bank-online: Sizga 2,500,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Apelsin ilovasini o'rnating va 500,000 so'm bonus oling: http://pay-fix.biz",DANGEROUS,REQUEST,uz,phishing_gen
DXX ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
Yangi WhatsApp versiyasini yuklang va bonus oling: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
Asaka Bank to'lov tizimi: Sizning hisobingiz vaqtincha cheklangan. Tasdiqlang: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Payme ilovasini o'rnating va 2,500,000 so'm bonus oling: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Payme ilovasini o'rnating va 250,000 so'm bonus oling: http://scam-pay.top",DANGEROUS,REQUEST,uz,phishing_gen
Xavfsizlik xizmati: NBU kartangizdan shubhali to'lov aniqlandi. Bloklash: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
Siz tanlandingiz! Uyda o'tirib ishlash bilan oyiga 5000$ topishni boshlang: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://gift-uz.click",DANGEROUS,REQUEST,uz,phishing_gen
Politsiya ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
Telegram Admin: Profilingiz qoidabuzarlik uchun o'chirilishi mumkin. Kodni kiriting: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
Diqqat! UzCard kartangizdan pul yechilmoqda. Bekor qilish: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
"Bank-online: Sizga 500,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://gift-uz.click",DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz noqonuniy kirish uchun bloklandi. Tiklash uchun: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
"Bank-online: Sizga 5,000,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://check-user.online",DANGEROUS,REQUEST,uz,phishing_gen
Diqqat! UzCard kartangizdan pul yechilmoqda. Bekor qilish: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
Telegram Admin: Profilingiz qoidabuzarlik uchun o'chirilishi mumkin. Kodni kiriting: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
Diqqat! UzCard kartangizdan pul yechilmoqda. Bekor qilish: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
"Yangi WhatsApp ilovasini o'rnating va 5,000,000 so'm bonus oling: http://t.me/secure_bot",DANGEROUS,REQUEST,uz,phishing_gen
Bepul Malibu yutib oldingiz! Hoziroq bosing: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Click ilovasini o'rnating va 1,000,000 so'm bonus oling: http://bit.ly/uz-scam",DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 2,500,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://scam-pay.top",DANGEROUS,REQUEST,uz,phishing_gen
Telegram Admin: Profilingiz qoidabuzarlik uchun o'chirilishi mumkin. Kodni kiriting: http://check-user.online,DANGEROUS,REQUEST,uz,phishing_gen
DXX ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz qoidabuzarlik uchun bloklandi. Tiklash uchun: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
Yangi Payme versiyasini yuklang va bonus oling: http://check-user.online,DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 500,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://scam-pay.top",DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz shikoyatlar uchun bloklandi. Tiklash uchun: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Apelsin ilovasini o'rnating va 2,500,000 so'm bonus oling: http://gift-uz.click",DANGEROUS,REQUEST,uz,phishing_gen
Soliq qo'mitasi ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
Akkauntingiz buzildi! Darhol parolni almashtiring: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
Diqqat! Humo kartangizdan pul yechilmoqda. Bekor qilish: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 250,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://gift-uz.click",DANGEROUS,REQUEST,uz,phishing_gen
Siz tanlandingiz! Uyda o'tirib ishlash bilan oyiga 1000$ topishni boshlang: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 1,000,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://check-user.online",DANGEROUS,REQUEST,uz,phishing_gen
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://scam-pay.top",DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz xavfsizlik testi uchun bloklandi. Tiklash uchun: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Click ilovasini o'rnating va 8,000,000 so'm bonus oling: http://gift-uz.click",DANGEROUS,REQUEST,uz,phishing_gen
Markaziy Bank ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://pay-fix.biz,DANGEROUS,REQUEST,uz,phishing_gen
IPAK Yo'li to'lov tizimi: Sizning hisobingiz vaqtincha cheklangan. Tasdiqlang: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
Markaziy Bank ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Payme ilovasini o'rnating va 500,000 so'm bonus oling: http://bit.ly/uz-scam",DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 1,000,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 8,000,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://check-user.online",DANGEROUS,REQUEST,uz,phishing_gen
Xavfsizlik xizmati: Humo kartangizdan shubhali to'lov aniqlandi. Bloklash: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
Sizning Apelsin profilingiz shikoyatga uchradi. Kodni yuboring: 68000,DANGEROUS,REQUEST,uz,phishing_gen
Akkauntingiz buzildi! Darhol parolni almashtiring: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
Asaka Bank to'lov tizimi: Sizning hisobingiz vaqtincha cheklangan. Tasdiqlang: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
Profilingiz noqonuniy kirish uchun bloklandi. Tiklash uchun: http://scam-pay.top,DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 8,000,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
"Yangi WhatsApp ilovasini o'rnating va 5,000,000 so'm bonus oling: http://bit.ly/uz-scam",DANGEROUS,REQUEST,uz,phishing_gen
"Bank-online: Sizga 8,000,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://bit.ly/uz-scam",DANGEROUS,REQUEST,uz,phishing_gen
Sizning Payme profilingiz shikoyatga uchradi. Kodni yuboring: 99762,DANGEROUS,REQUEST,uz,phishing_gen
Siz tanlandingiz! Masofaviy ish bilan oyiga 2000$ topishni boshlang: http://verify-bank.xyz,DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 8,000,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://scam-pay.top",DANGEROUS,REQUEST,uz,phishing_gen
"Yangi WhatsApp ilovasini o'rnating va 500,000 so'm bonus oling: http://verify-bank.xyz",DANGEROUS,REQUEST,uz,phishing_gen
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://t.me/secure_bot",DANGEROUS,REQUEST,uz,phishing_gen
"Sizga 1,000,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://pay-fix.biz",DANGEROUS,REQUEST,uz,phishing_gen
Yangi WhatsApp versiyasini yuklang va bonus oling: http://bit.ly/uz-scam,DANGEROUS,REQUEST,uz,phishing_gen
Akkauntingiz buzildi! Darhol parolni almashtiring: http://check-user.online,DANGEROUS,REQUEST,uz,phishing_gen
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://check-user.online",DANGEROUS,REQUEST,uz,phishing_gen
"Yangi Apelsin ilovasini o'rnating va 500,000 so'm bonus oling: http://scam-pay.top",DANGEROUS,REQUEST,uz,phishing_gen
Sizning Payme profilingiz shikoyatga uchradi. Kodni yuboring: 98839,DANGEROUS,REQUEST,uz,phishing_gen
Sizning Payme profilingiz shikoyatga uchradi. Kodni yuboring: 52891,DANGEROUS,REQUEST,uz,phishing_gen
Bepul Noutbuk yutib oldingiz! Hoziroq bosing: http://gift-uz.click,DANGEROUS,REQUEST,uz,phishing_gen
Bepul Malibu yutib oldingiz! Hoziroq bosing: http://t.me/secure_bot,DANGEROUS,REQUEST,uz,phishing_gen
