text,risk_label,intent_label,language,tags
Ipak Yo'li bank: Shaxsingizni tasdiqlamasangiz kartangiz o'chiriladi. Kirish: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
Ваш пароль истекает. Обновите данные в личном кабинете: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,phishing_login
Tinkoff bank: Shaxsingizni tasdiqlamasangiz kartangiz o'chiriladi. Kirish: http://secure-entry.online,DANGEROUS,REQUEST,mixed,phishing_login
"Внимание! Кто-то вошел в ваш аккаунт. Если это не вы, перейдите по ссылке: http://auth-check.top",DANGEROUS,REQUEST,mixed,phishing_login
Someone tried to log into your UzCard account. Confirm identity: http://link-fix.bz???,DANGEROUS,REQUEST,mixed,phishing_login
Security alert: Telegramga begona kirdi. Please verify login immediately: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
Security alert: Paymega begona kirdi. Please verify login immediately: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
Someone tried to log into your Tinkoff account. Confirm identity: http://secure-entry.online,DANGEROUS,REQUEST,mixed,phishing_login
Security alert: Clickga begona kirdi. Please verify login immediately: http://verify-secure.click,DANGEROUS,REQUEST,mixed,phishing_login
Security alert: Telegramag begona kirdi. Please verify login immediately: http://verify-secure.click???,DANGEROUS,REQUEST,mixed,phishing_login
Security Alert: Your Apple ID account is locked. Please log in to verify: http://verify-secur.eclick!!!,DANGEROUS,REQUEST,mixed,phishing_login
Your access is restricted. Sign in to recover: http://verify-secure.click/auth,DANGEROUS,REQUEST,mixed,phishing_login
Служба безопасности NBU: Ваша карта ограничена. Пройдите авторизацию: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
SberBank bank: Shaxsingizni tasdiqlamasangiz kartangiz o'chiriladi. Kirish: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
Аккаунт Google заблокирован из-за подозрительной активности. Подтвердите вход: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
Ваш пароль истекает. Обновите данные в личном кабинете: http://verify-secure.click???,DANGEROUS,REQUEST,mixed,phishing_login
Someone tried to log into your Tinkoff account. Confirm identity: http://verify-secure.click,DANGEROUS,REQUEST,mixed,phishing_login
Ваш пароль истекает. Обновите данные в личном кабинете: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
"Внимание! Кто-то вошел в ваш аккаунт. Если это не вы, перейдите по ссылке: http://verify-secure.click",DANGEROUS,REQUEST,mixed,phishing_login
MXX: Noqonuniy harakat aniqlandi. Shaxsingizni botda tasdiqlang: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
Аккаунт WhatsApp заблокирован из-за подозрительной активности. Подтвердите вход: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,phishing_login
Someone tried to log into your SberBank account. Confirm identity: http://loign-uz.xyz,DANGEROUS,REQUEST,mixed,phishing_login
"Внимание! Кто-то вошел в ваш аккаунт. Если это не вы, перейдите по ссылке: http://link-fix.bz",DANGEROUS,REQUEST,mixed,phishing_login
MXX: Noqonuniy harakat aniqlandi. Shaxsingizni botda tasdiqlang: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
Your access is restricted. Sign in to recover: http://login-uz.xyz/auth,DANGEROUS,REQUEST,mixed,phishing_login
Xavfsizlik xizmati: Humo profilingiz bloklangan. Qayta tiklash: http://secure-entry.online/loign,DANGEROUS,REQUEST,mixed,phishing_login
Login va parol xato kiritildi. Profilingizni himoya qiling: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,phishing_login
Diqqat! Akkauntingizga begonalar kirdi. Loginni tasdiqlang: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
"Внимание! Кто-то вошел в ваш аккаунт. Елси это не вы, перейдите по ссылке: http://link-fix.bz",DANGEROUS,REQUEST,mixed,phishing_login
Someone tried to log into your Tinkoff account. Confirm identity: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,phishing_login
Diqqat! Akkauntingizga begonalar kirdi. Loginni tasdiqlang: http://secure-entry.online,DANGEROUS,REQUEST,mixed,phishing_login
Аккаунт Apple ID заблокирован из-за подозрительной активности. Подтвердите вход: http://verify-secure.click,DANGEROUS,REQUEST,mixed,phishing_login
Xavfsizlik xizmati: Tinkoff profilingiz bloklangan. Qayta tiklash: http://verify-secure.click/login,DANGEROUS,REQUEST,mixed,phishing_login
Xavfsizlik xizmati: Ipak Yo'li profilingiz bloklangan. Qayta tiklash: http://link-fix.bz/login,DANGEROUS,REQUEST,mixed,phishing_login
Аккаунт Apple ID заблокирован из-за подозрительной активности. Подтвердите вход: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
"⚠️ Внимание! Кто-то вошел в ваш аккаунт. Если это не вы, перейдите по ссылке: http://link-fix.bz",DANGEROUS,REQUEST,mixed,phishing_login
Служба безопасности UzCadr: Ваша карта ограничена. Пройдите авторизацию: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
Ваш пароль истекает. Обновите данные в личном кабинете: http://verify-secure.click,DANGEROUS,REQUEST,mixed,phishing_login
Xavfsizlik xizmati: Humo profilingiz bloklangan. Qayta tiklash: http://link-fix.bz/login,DANGEROUS,REQUEST,mixed,phishing_login
Security Alert: Your Click account is locked. Please log in to verify: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
Внимание! Hisobingiz bloklandi. Akkauntingizni login orqali tasdiqlang: http://auth-check.top,DANGEROUS,REQUEST,mixed,phishing_login
Sizning Click parolingiz o'zgartirildi. Agar bu siz bo'lmasangiz: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,phishing_login
Служба безопасности UzCard: Ваша карта ограничена. Пройдите авторизацию: http://verify-secure.click,DANGEROUS,REQUEST,mixed,phishing_login
Security alert: Googlega begona kirdi. Please verify login immediately: http://link-fix.bz,DANGEROUS,REQUEST,mixed,phishing_login
Tahlil natijalari tayyor. Tibbiy kabinetingizga kiring: http://med.uz/results,SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 950446. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
Sizning vaqtinchalik parolingiz: 2970. ClickEvolution xodimlariga ham aytmang.,SAFE,INFO,mixed,hard_negative
To'lov muvaffaqiyatli amalga oshirildi. Miqdor: 8172093 so'm. Rahmat!,SAFE,INFO,mixed,hard_negative
💰 To'lov muvaffaqiyatli amalga oshirildi. Miqdor: 7252716 so'm. Rahmat!,SAFE,INFO,mixed,hard_negative
"Sizning Apple ID hisobingizga yangi qurilmadan kirildi. Agar bu siz bo'lsangiz, amal qilmang.!!!",SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 397781. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
S1zn1ng @r1z@ng1z k0'r1b ch1q1lm0qd@. St@tusn1 my.g0v.uz 0rq@l1 kuz@t1ng.,SAFE,INFO,mixed,hard_negative
"Sizning Apple ID hisobingizga yangi qurlimadan kirildi. Agar bu siz bo'lsangiz, amal qilmang.",SAFE,INFO,mixed,hard_negative
Humo: 78277 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Sizning vaqtinchalik parolingiz: 522517. ClickEvolution xodimlariga ham aytmang.,SAFE,INFO,mixed,hard_negative
"📱 Hurm@tl1 m1j0z, b@nk1m1z x1zm@tl@r1 y@xsh1l@nd1. B@t@fs1l: https://1p@ky0l1.uz",SAFE,INFO,mixed,hard_negative
Sizning vaqtinchalik parolingiz: 5994. ClickEvolution xodimlariga ham aytmang.,SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 810792. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
⚠️ Sizning arizangiz ko'rib chiqilmoqda. Statusni my.gov.uz orqali kuzating.,SAFE,INFO,mixed,hard_negative
"Sizning Apple ID hisobingizga yangi qurilmadan kirildi. Agar bu siz bo'lsangiz, amal qilmang.",SAFE,INFO,mixed,hard_negative
⚠️ Tahlil natijalari tayyor. Tibbiy kabinetingizga kiring: http://med.uz/results,SAFE,INFO,mixed,hard_negative
Microsoft: Hisobingizga muvaffaqiyatli kirildi. IP: 213.320.12.11.,SAFE,INFO,mixed,hard_negative
"Hurmatli mijoz, bankimiz xizmatlari yaxshilandi. Batafsil: https://uzpsb.uz",SAFE,INFO,mixed,hard_negative
Karta *9773 yordamida Paynet xizmati uchun 3550801 so'm yechildi.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 7394218 so'm tushum keldi. Balans: 43748410 so'm.,SAFE,INFO,mixed,hard_negative
Karta *3161 yordamida Spotify xizmati uchun 9706709 so'm yechildi.,SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 865394. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
Humo: 306720 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.!!!,SAFE,INFO,mixed,hard_negative
Humo: 303751 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Microsoft: Hisobingizga muvaffaqiyatli kirildi. IP: 213.230.12.11.,SAFE,INFO,mixed,hard_negative
Humo: 683536 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Humo: 456372 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 2432977 so'm tushum keldi. Balans: 12290370 so'm.,SAFE,INFO,mixed,hard_negative
To'lov muvaffaqiyatli amalga oshirildi. Miqdor: 2801231 so'm. Rahmat!,SAFE,INFO,mixed,hard_negative
Sizning vaqtinchalik parolingiz: 590201. ClickEvolution xodimlariga ham aytmang.,SAFE,INFO,mixed,hard_negative
Sizning arizangiz ko'rib chiqilmoqda. Statusni my.gov.uz orqali kuzating.,SAFE,INFO,mixed,hard_negative
"Hurmatli mijoz, bankimiz xizmatlari yaxshilandi. Batafsil: https://nbu.uz",SAFE,INFO,mixed,hard_negative
Humo: 181118 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Humo: 508479 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 727216 so'm tushum keldi. Balans: 34137682 so'm.,SAFE,INFO,mixed,hard_negative
Karta *6422 yordamida Milliy xizmati uchun 5247408 so'm yechildi.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 4261851 so'm tushum keldi. Balans: 49250688 so'm.,SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 59775. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
Karta *1475 yordamida Spotify xizmati uchun 9475322 so'm yechildi.,SAFE,INFO,mixed,hard_negative
Humo: 241985 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 4733297 so'm tushum keldi. Balans: 7617400 so'm.,SAFE,INFO,mixed,hard_negative
💰 S1zn1ng v@qt1nch@l1k p@r0l1ng1z: 245428. Cl1ckEv0lut10n x0d1ml@r1g@ h@m @yt@mng.,SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 175673. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 5875104 so'm tushum keldi. Balans: 39174578 so'm.,SAFE,INFO,mixed,hard_negative
K@rt@ *4787 y0rd@m1d@ P@ynet x1zm@t1 uchun 981213 s0'm yech1ld1.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 4858834 so'm tushum keldi. Balans: 25594403 so'm.,SAFE,INFO,mixed,hard_negative
Loginni tasdiqlash uchun SMS kodi: 449253. Uni hech kimga bermang.,SAFE,INFO,mixed,hard_negative
Humo: 476088 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
💰 S1zn1ng @r1z@ng1z k0'r1b ch1q1lm0qd@. St@tusn1 my.g0v.uz 0rq@l1 kuz@t1ng.,SAFE,INFO,mixed,hard_negative
"Hurmatli mijoz, bankimiz xizmatlari yaxshilandi. Batafsil: https://ipakyoli.uz",SAFE,INFO,mixed,hard_negative
Tahlil natijalari tayyor. Tibbiy kabinetingizga kiring: http://med.uz/results???,SAFE,INFO,mixed,hard_negative
To'lov muvaffaqiyatli amalga oshirildi. Miqdor: 599133 so'm. Rahmat!,SAFE,INFO,mixed,hard_negative
Humo: 678925 - bu sizning to'lov kodingiz. Faqat kassa xodimiga ayting.,SAFE,INFO,mixed,hard_negative
Karta *9587 yordamida Paynet xizmati uchun 7553890 so'm yechildi.!!!,SAFE,INFO,mixed,hard_negative
Microsoft: Hisobingizga muvaffaqiyatl ikirildi. IP: 213.230.12.11.,SAFE,INFO,mixed,hard_negative
Sizning Humo kartangizga 859893 so'm tushum keldi. Balans: 26112069 so'm.,SAFE,INFO,mixed,hard_negative
"💰 Вы выиграли iPhone 15! Доставка бесплатно, оплатите только страховку: http://link-fix.bz",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Твой аккаунт Telegram взломан! Срочно перейди по ссылке чтобы не потерять данные: http://link-fix.bz???,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://ver1fy-secure.cl1ck,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Assalomu alaykum, sarmoya kiriting va har kuni 20% foyda oling! @invest_ru",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Вы выиграли iPhone 15! Доставка бесплатно, оплатите только страховку: http://login-uz.xyz",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Твой аккаунт Telegram взломан! Срочно перейди по ссылке чтобы не потерять данные: http://secure-entry.online,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Вы выиграли iPhone 15! Доставка бесплатно, оплатите только страховку: http://link-fix.bz",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Tezda pul kerakmi? Kuniga 100$ topish siri mana bu kanalda: @scam_crypto,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Davlat tomonidan moddiy yordam tarqatilyapti. Formnai to'ldiring: http://subsidiya.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Вы выиграли iPhone 15! Доставка бесплатно, оплатите только страховку: http://secure-entry.online",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 21737 руб. Получить на карту: http://link-fix.bz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Твой аккаунт Telegram взломан! Срочно перейди по ссылке чтобы не потерять данные: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
⚠️ Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://auth-check.top,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://auth-check.top,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Твой аккаунт Telegram взломан! Срочно перейди по ссылке чтобы не потерять данные: http://verify-secure.click,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://verify-secure.click,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 20344 руб. Получить на карту: http://verify-secure.click,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
🎁 Вам начислена компенсация 71813 руб. Получить на карту: http://link-fix.bz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Davlat tomonidan moddiy yordam tarqatilyapti. Formani to'ldiring: http://subsidiya.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 18704 руб. Получить на карту: http://verify-secure.click,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Твой аккаунт Telegram взломан! Срочно перейди по ссылке чтобы не потерять данные: http://link-fix.bz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
🚨 Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://secure-entry.online???,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Твой аккаунт Telegram взломан! Срочно перейди по ссылке чтобы не потерять данные: http://auth-check.top,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 52416 руб. Получить на карту: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 9223 руб. Получить на карту: http://verify-secure.click,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
💰 Tezda pul kerakmi? Kuniga 100$ topish siri mana bu kanalda: @scam_crypto,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Вы выиграли iPhone 15! Доставка бесплатон, оплатите только страховку: http://verify-secure.click",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Tezda pul kerakmi? Kuniga 100$t opish siri mana bu kanalda: @scam_crypto,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Вы выиграли iPhone 15! Доставка бесплатно, оплатите только страховку: http://auth-check.top",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 78235 руб. Получить на карту: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 89170 руб. Получить на карту: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Davlat tomonidan moddiy yordam tarqatilyapti. Formani to'ldiring: http://subsidiya.xyz!!!,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 61898 руб. Получить на карту: http://secure-entry.online,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Asslaomu alaykum, sarmoya kiriting va har kuni 20% foyda oling! @invest_ru",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Assalomu alaykum, sarmoya kiriting va har kuni 20% foyda oling! @invest_ru???",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://link-fix.bz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Срочно! Ваша карта заблокирована. Лимиты превышены. Снимите блок: http://secure-entry.online,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Вам начислена компенсация 60821 руб. Получить на карту: http://login-uz.xyz,DANGEROUS,REQUEST,mixed,ru_mixed_expansion
"Вы выиграли 1Ph0ne 15! Доставка бесплатно, опалтите только страховку: http://l0g1n-uz.xyz",DANGEROUS,REQUEST,mixed,ru_mixed_expansion
Обновите приложение до последней версии чтобы получить все функции.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Ajoyib taklif! Faqat bugun bizning kanalda chegirmalar: t.me/promo_kanal,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Спеши азбрать свой бонус! Акция действует до конца дня.???,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Спеши забрать свой бонус! Акция действует до конца дня.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Sizga maxsus sovg'a yuborildi. Uni qachon olib ketasiz?,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Хочешь заработать? Подписывайся на наш закрытый чат по ставкам.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Sizga maxsus sovg'a yuborildi. Uni qachon olbi ketasiz????,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Хочешь заработать? Подписывайся на наш заркытый чат по ставкам.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
У вас новое сообщение в личном кабинете. Посмотрите пока не удалили.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Обнвоите приложение до последней версии чтобы получить все функции.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
⚠️ Спеши забрать свой бонус! Акция дейтсвует до конца дня.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
У вас новое сообщение в личном каибнете. Посмотрите пока не удалили.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
🎁 Ajoyib taklif !Faqat bugun bizning kanalda chegirmalar: t.me/promo_kanal???,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Обонвите приложение до последней версии чтобы получить все функции.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
У вас новое сообщение в личном кабинете. Посмотрите пока не удалили.!!!,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
S1zg@ m@xsus s0vg'@ yub0r1ld1. Un1 q@ch0n 0l1b ket@s1z?,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
🎁 У вас новое сообщение в личном кабинете. Посмотрите пока не удалили.,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Обновите приложение до последней версии чтобы получить все уфнкции.!!!,SUSPICIOUS,INFO,mixed,ru_mixed_expansion
Ertaga soat 9da ofisda ko'rishamiz. Kechikmang.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №972 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
"Bugun dars bo'lmaydi, hamma uyda qolsin.",SAFE,INFO,mixed,ru_mixed_expansion
"Привет, как дела? У меня все хорошо.",SAFE,INFO,mixed,ru_mixed_expansion
✅ Заакз №696 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 8913 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 6616 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №108 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Ваша запись на прием подтверждена. Ждем вас в 10:00.,SAFE,INFO,mixed,ru_mixed_expansion
"Rahmat kattakon, pul tushdi.",SAFE,INFO,mixed,ru_mixed_expansion
Заказ №959 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №235 передан курьеру. Ожидайте звонка.!!!,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №412 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №833 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №595 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №380 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
"💰 Rahmat kattakon, pul tushdi.",SAFE,INFO,mixed,ru_mixed_expansion
"✅ Привет, как дела? У меня все хорошо.???",SAFE,INFO,mixed,ru_mixed_expansion
Заказ №369 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 41556 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
🚨 Ertaga soat 9da ofisda ko'rishamiz. Kechikmang.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №964 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
⚠️ Пополнил баланс на 44884 сум. Спасибо!!!!,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №365 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №886 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
"🚨 Rahmat kattakon, pul tushdi.???",SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 35212 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
"Bugun dars bo'lmaydi, hamma yuda qolsin.",SAFE,INFO,mixed,ru_mixed_expansion
Заказ №888 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 21002 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 3142 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №336 переда нкурьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №259 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №847 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Заказ №236 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
Пополнил баланс на 14581 сум. Спасибо!,SAFE,INFO,mixed,ru_mixed_expansion
"Bugun dars bo'lmaydi, hamma uyda qlosin.",SAFE,INFO,mixed,ru_mixed_expansion
Заказ №344 передан курьеру. Ожидайте звонка.,SAFE,INFO,mixed,ru_mixed_expansion
