idx,text_preview,assigned_lang,source
24602,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵
",en,messages_cleaned_v4.csv
24606,"Лучшая тапалка в ТГ, всего за 15 минут можно натапать 2$, проверь сам 👉 https://",ru,messages_cleaned_v4.csv
24672,"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от произ",en,messages_cleaned_v4.csv
24673,"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от произ",en,messages_cleaned_v4.csv
24676,"Автореги от производителя: Telegram, Gmail, Facebook, Instagram — цены от 0.18$ ",en,messages_cleaned_v4.csv
24677,"💵Дoxoд для нoвичкoв и пpoфи! Toлькo oфф бupжи (Бaйбuт, Бuтгeт, Kyкoин, ОKX), бeз",ru,messages_cleaned_v4.csv
24681,"Все виды аккаунтов в одном месте: TG, Gmail, FB, IG, TikTok, Twitter @USERNAME_R",en,messages_cleaned_v4.csv
24687,"Занятость с тeлeфона
От 18!
Можно без опыта
@USERNAME_REDACTED",ru,messages_cleaned_v4.csv
31444,"🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤

❗️❗️❗️ТРЕБУЮТСЯ ЛЮДИ❗️❗️❗️
💵Высокая ЗП
✍️Свободный гр@USERNAME_REDAC",ru,messages_cleaned_v5.csv
31468,"🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸

🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸

🔸 🔸🔸🔸🔸

✔️1.Oфopмлeниe вoдитeльcкoгo yдocтoвepeния ",ru,messages_cleaned_v5.csv
31469,"Пpиветcтвyю, y мeня ecть мaтepиaл пo тopгoвлe, инвecтициям, кpиптoвaлютaм и нeдв",ru,messages_cleaned_v5.csv
31473,"3дpaвcтвyйтe, ecть пoлeзныe мaтepиaлы пo кpиптoвaлютaм, инвecтициям и тpeйдингy,",ru,messages_cleaned_v5.csv
31475,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵
",en,messages_cleaned_v5.csv
31479,"Лучшая тапалка в ТГ, всего за 15 минут можно натапать 2$, проверь сам 👉 https://",ru,messages_cleaned_v5.csv
31545,"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от произ",en,messages_cleaned_v5.csv
31546,"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от произ",en,messages_cleaned_v5.csv
31549,"Автореги от производителя: Telegram, Gmail, Facebook, Instagram — цены от 0.18$ ",en,messages_cleaned_v5.csv
31550,"💵Дoxoд для нoвичкoв и пpoфи! Toлькo oфф бupжи (Бaйбuт, Бuтгeт, Kyкoин, ОKX), бeз",ru,messages_cleaned_v5.csv
31554,"Все виды аккаунтов в одном месте: TG, Gmail, FB, IG, TikTok, Twitter @USERNAME_R",en,messages_cleaned_v5.csv
31560,"Занятость с тeлeфона
От 18!
Можно без опыта
@USERNAME_REDACTED",ru,messages_cleaned_v5.csv
41316,"🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤

❗️❗️❗️ТРЕБУЮТСЯ ЛЮДИ❗️❗️❗️
💵Высокая ЗП
✍️Свободный гр@USERNAME_REDAC",ru,messages_cleaned_v6.csv
41340,"🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸

🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸

🔸 🔸🔸🔸🔸

✔️1.Oфopмлeниe вoдитeльcкoгo yдocтoвepeния ",ru,messages_cleaned_v6.csv
41341,"Пpиветcтвyю, y мeня ecть мaтepиaл пo тopгoвлe, инвecтициям, кpиптoвaлютaм и нeдв",ru,messages_cleaned_v6.csv
41345,"3дpaвcтвyйтe, ecть пoлeзныe мaтepиaлы пo кpиптoвaлютaм, инвecтициям и тpeйдингy,",ru,messages_cleaned_v6.csv
41347,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵
",en,messages_cleaned_v6.csv
41351,"Лучшая тапалка в ТГ, всего за 15 минут можно натапать 2$, проверь сам 👉 https://",ru,messages_cleaned_v6.csv
41417,"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от произ",en,messages_cleaned_v6.csv
41418,"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от произ",en,messages_cleaned_v6.csv
41421,"Автореги от производителя: Telegram, Gmail, Facebook, Instagram — цены от 0.18$ ",en,messages_cleaned_v6.csv
41422,"💵Дoxoд для нoвичкoв и пpoфи! Toлькo oфф бupжи (Бaйбuт, Бuтгeт, Kyкoин, ОKX), бeз",ru,messages_cleaned_v6.csv
41426,"Все виды аккаунтов в одном месте: TG, Gmail, FB, IG, TikTok, Twitter @USERNAME_R",en,messages_cleaned_v6.csv
41432,"Занятость с тeлeфона
От 18!
Можно без опыта
@USERNAME_REDACTED",ru,messages_cleaned_v6.csv
45969,Госуслуги: Вам начислена выплата 273 000. https://t.me/prize_bot/13246,ru,messages_cleaned_v6.csv
45973,Инвестиции в газ! Доход от 286 000 в неделю: https://bit.ly/claim-360793,ru,messages_cleaned_v6.csv
45974,Списание 619 000 прошло успешно. Отменить: https://bit.ly/claim-372458..,ru,messages_cleaned_v6.csv
45975,Списание 167 000 прошло успешно. Отменить: https://bit.ly/claim-704647!,ru,messages_cleaned_v6.csv
45976,Госуслуги: Вам начислена выплата 816 000. http://click-safety.uz/505387 OK,ru,messages_cleaned_v6.csv
45977,Госуслуги: Вам начислена выплата 570 000. https://t.me/prize_bot/202215 (,ru,messages_cleaned_v6.csv
45978,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,messages_cleaned_v6.csv
45979,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,messages_cleaned_v6.csv
45980,Инвестиции в газ! Доход от 671 000 в неделю: http://click-safety.uz/103027 ),ru,messages_cleaned_v6.csv
45981,Оплата заказа №5017 не прошла. Повторите: https://bit.ly/claim-429985 ),ru,messages_cleaned_v6.csv
45982,Оплата заказа №6327 не прошла. Повторите: http://pay-check.net/811179 -,ru,messages_cleaned_v6.csv
45983,Оплата заказа №2198 не прошла. Повторите: http://pay-check.net/821391 :),ru,messages_cleaned_v6.csv
45984,Вы выиграли 501 000 рублей! Получите приз: https://bit.ly/claim-330713!!,ru,messages_cleaned_v6.csv
45985,Инвестиции в газ! Доход от 778 000 в неделю: http://pay-check.net/658733 👍,ru,messages_cleaned_v6.csv
45986,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,messages_cleaned_v6.csv
45987,Вы выиграли 862 000 рублей! Получите приз: https://bit.ly/claim-613613...,ru,messages_cleaned_v6.csv
45988,Оплата заказа №4909 не прошла. Повторите: http://click-safety.uz/561907 -,ru,messages_cleaned_v6.csv
45989,Списание 370 000 прошло успешно. Отменить: https://bit.ly/claim-419019 (,ru,messages_cleaned_v6.csv
45990,Оплата заказа №4834 не прошла. Повторите: http://click-safety.uz/554084!!,ru,messages_cleaned_v6.csv
45991,Списание 54 000 прошло успешно. Отменить: https://bit.ly/claim-713645 👍,ru,messages_cleaned_v6.csv
45992,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,messages_cleaned_v6.csv
45993,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
45995,Инвестиции в газ! Доход от 770 000 в неделю: https://bit.ly/claim-771813 (,ru,messages_cleaned_v6.csv
45996,Инвестиции в газ! Доход от 733 000 в неделю: http://uz-confirm.com/655361...,ru,messages_cleaned_v6.csv
45997,Оплата заказа №7836 не прошла. Повторите: https://bit.ly/claim-13545,ru,messages_cleaned_v6.csv
45998,Оплата заказа №4834 не прошла. Повторите: http://click-safety.uz/548078 ),ru,messages_cleaned_v6.csv
45999,Списание 380 000 прошло успешно. Отменить: http://uz-confirm.com/170895,ru,messages_cleaned_v6.csv
46000,Вы выиграли 104 000 рублей! Получите приз: http://uz-confirm.com/509608..,ru,messages_cleaned_v6.csv
46002,Госуслуги: Вам начислена выплата 381 000. https://t.me/prize_bot/766152!,ru,messages_cleaned_v6.csv
46005,Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/182711 👍,ru,messages_cleaned_v6.csv
46006,Вы выиграли 357 000 рублей! Получите приз: https://bit.ly/claim-715287 ?,ru,messages_cleaned_v6.csv
46007,Списание 715 000 прошло успешно. Отменить: https://bit.ly/claim-436394 (,ru,messages_cleaned_v6.csv
46008,Списание 267 000 прошло успешно. Отменить: http://pay-check.net/764325.,ru,messages_cleaned_v6.csv
46010,Оплата заказа №3280 не прошла. Повторите: http://click-safety.uz/894649 (,ru,messages_cleaned_v6.csv
46011,Госуслуги: Вам начислена выплата 546 000. http://click-safety.uz/444620 (,ru,messages_cleaned_v6.csv
46012,Инвестиции в газ! Доход от 881 000 в неделю: http://uz-confirm.com/401312,ru,messages_cleaned_v6.csv
46013,Списание 538 000 прошло успешно. Отменить: https://bit.ly/claim-593393 ?,ru,messages_cleaned_v6.csv
46014,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,messages_cleaned_v6.csv
46015,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46018,Вы выиграли 688 000 рублей! Получите приз: https://t.me/prize_bot/345979 (,ru,messages_cleaned_v6.csv
46019,Оплата заказа №2039 не прошла. Повторите: https://t.me/prize_bot/425566 👍,ru,messages_cleaned_v6.csv
46020,Госуслуги: Вам начислена выплата 152 000. http://pay-check.net/288355 :),ru,messages_cleaned_v6.csv
46021,Госуслуги: Вам начислена выплата 658 000. http://click-safety.uz/462909 ?,ru,messages_cleaned_v6.csv
46023,Госуслуги: Вам начислена выплата 665 000. http://uz-confirm.com/194915 👍,ru,messages_cleaned_v6.csv
46025,Инвестиции в газ! Доход от 493 000 в неделю: https://t.me/prize_bot/893282 -,ru,messages_cleaned_v6.csv
46026,Вы выиграли 338 000 рублей! Получите приз: http://uz-confirm.com/33492,ru,messages_cleaned_v6.csv
46027,Вы выиграли 671 000 рублей! Получите приз: http://click-safety.uz/812307.,ru,messages_cleaned_v6.csv
46029,Списание 370 000 прошло успешно. Отменить: http://pay-check.net/249103 (,ru,messages_cleaned_v6.csv
46030,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46032,Оплата заказа №3306 не прошла. Повторите: http://pay-check.net/145053 ),ru,messages_cleaned_v6.csv
46035,Списание 547 000 прошло успешно. Отменить: http://click-safety.uz/552025 (,ru,messages_cleaned_v6.csv
46036,Госуслуги: Вам начислена выплата 90 000. https://bit.ly/claim-18596,ru,messages_cleaned_v6.csv
46037,Списание 733 000 прошло успешно. Отменить: http://click-safety.uz/383040.,ru,messages_cleaned_v6.csv
46038,Оплата заказа №1788 не прошла. Повторите: https://t.me/prize_bot/29693 ?,ru,messages_cleaned_v6.csv
46039,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,messages_cleaned_v6.csv
46040,Инвестиции в газ! Доход от 377 000 в неделю: http://pay-check.net/259213 :),ru,messages_cleaned_v6.csv
46041,Госуслуги: Вам начислена выплата 225 000. https://t.me/prize_bot/289736 ),ru,messages_cleaned_v6.csv
46042,Инвестиции в газ! Доход от 861 000 в неделю: https://bit.ly/claim-544114 :),ru,messages_cleaned_v6.csv
46043,Вы выиграли 619 000 рублей! Получите приз: https://t.me/prize_bot/562899 ?,ru,messages_cleaned_v6.csv
46044,Вы выиграли 610 000 рублей! Получите приз: http://pay-check.net/11314.,ru,messages_cleaned_v6.csv
46045,Инвестиции в газ! Доход от 104 000 в неделю: http://pay-check.net/429052 -,ru,messages_cleaned_v6.csv
46046,Вы выиграли 679 000 рублей! Получите приз: http://pay-check.net/132309 👍,ru,messages_cleaned_v6.csv
46047,Оплата заказа №2862 не прошла. Повторите: http://click-safety.uz/38066...,ru,messages_cleaned_v6.csv
46048,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,messages_cleaned_v6.csv
46049,Госуслуги: Вам начислена выплата 152 000. http://pay-check.net/438933.,ru,messages_cleaned_v6.csv
46051,Оплата заказа №3280 не прошла. Повторите: https://bit.ly/claim-979103 ?,ru,messages_cleaned_v6.csv
46053,Оплата заказа №2198 не прошла. Повторите: https://bit.ly/claim-29501.,ru,messages_cleaned_v6.csv
46054,Списание 377 000 прошло успешно. Отменить: https://bit.ly/claim-697340 (,ru,messages_cleaned_v6.csv
46055,Госуслуги: Вам начислена выплата 501 000. https://bit.ly/claim-770238 -,ru,messages_cleaned_v6.csv
46058,Госуслуги: Вам начислена выплата 380 000. https://t.me/prize_bot/96348,ru,messages_cleaned_v6.csv
46060,Госуслуги: Вам начислена выплата 273 000. http://click-safety.uz/447889...,ru,messages_cleaned_v6.csv
46061,Оплата заказа №9428 не прошла. Повторите: http://pay-check.net/22434!!,ru,messages_cleaned_v6.csv
46062,Списание 494 000 прошло успешно. Отменить: https://t.me/prize_bot/840004..,ru,messages_cleaned_v6.csv
46063,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,messages_cleaned_v6.csv
46064,Списание 289 000 прошло успешно. Отменить: https://bit.ly/claim-792544 ),ru,messages_cleaned_v6.csv
46065,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,messages_cleaned_v6.csv
46066,Инвестиции в газ! Доход от 377 000 в неделю: http://click-safety.uz/252929..,ru,messages_cleaned_v6.csv
46067,Инвестиции в газ! Доход от 444 000 в неделю: https://t.me/prize_bot/353179 ),ru,messages_cleaned_v6.csv
46069,Госуслуги: Вам начислена выплата 881 000. http://pay-check.net/230378 👍,ru,messages_cleaned_v6.csv
46071,Вы выиграли 273 000 рублей! Получите приз: https://bit.ly/claim-423261 -,ru,messages_cleaned_v6.csv
46072,Инвестиции в газ! Доход от 248 000 в неделю: http://uz-confirm.com/523443 👍,ru,messages_cleaned_v6.csv
46074,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46075,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,messages_cleaned_v6.csv
46076,Списание 386 000 прошло успешно. Отменить: http://pay-check.net/844284 👍,ru,messages_cleaned_v6.csv
46078,Вы выиграли 733 000 рублей! Получите приз: http://click-safety.uz/461783...,ru,messages_cleaned_v6.csv
46079,Госуслуги: Вам начислена выплата 339 000. http://uz-confirm.com/764733 :),ru,messages_cleaned_v6.csv
46080,Инвестиции в газ! Доход от 619 000 в неделю: http://uz-confirm.com/702713 :),ru,messages_cleaned_v6.csv
46081,Списание 570 000 прошло успешно. Отменить: http://pay-check.net/514585!!,ru,messages_cleaned_v6.csv
46082,Списание 338 000 прошло успешно. Отменить: https://bit.ly/claim-222934 OK,ru,messages_cleaned_v6.csv
46083,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46084,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,messages_cleaned_v6.csv
46085,Инвестиции в газ! Доход от 280 000 в неделю: http://pay-check.net/730245 :),ru,messages_cleaned_v6.csv
46086,Госуслуги: Вам начислена выплата 104 000. https://bit.ly/claim-74151 ),ru,messages_cleaned_v6.csv
46087,Оплата заказа №5377 не прошла. Повторите: http://pay-check.net/357328 👍,ru,messages_cleaned_v6.csv
46088,Оплата заказа №5849 не прошла. Повторите: http://uz-confirm.com/48216 ?,ru,messages_cleaned_v6.csv
46089,Вы выиграли 289 000 рублей! Получите приз: https://bit.ly/claim-237707,ru,messages_cleaned_v6.csv
46090,Инвестиции в газ! Доход от 167 000 в неделю: https://t.me/prize_bot/476103 👍,ru,messages_cleaned_v6.csv
46092,Госуслуги: Вам начислена выплата 90 000. http://uz-confirm.com/242148...,ru,messages_cleaned_v6.csv
46094,Списание 547 000 прошло успешно. Отменить: http://uz-confirm.com/422982 -,ru,messages_cleaned_v6.csv
46095,Оплата заказа №4992 не прошла. Повторите: http://pay-check.net/806603..,ru,messages_cleaned_v6.csv
46098,Вы выиграли 54 000 рублей! Получите приз: http://uz-confirm.com/609379 OK,ru,messages_cleaned_v6.csv
46099,Госуслуги: Вам начислена выплата 501 000. http://click-safety.uz/882243...,ru,messages_cleaned_v6.csv
46101,Госуслуги: Вам начислена выплата 859 000. http://pay-check.net/325388!!,ru,messages_cleaned_v6.csv
46102,Госуслуги: Вам начислена выплата 248 000. http://click-safety.uz/622852!,ru,messages_cleaned_v6.csv
46103,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46104,Оплата заказа №6327 не прошла. Повторите: http://click-safety.uz/92599 ),ru,messages_cleaned_v6.csv
46106,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,messages_cleaned_v6.csv
46107,Вы выиграли 488 000 рублей! Получите приз: https://bit.ly/claim-243943...,ru,messages_cleaned_v6.csv
46108,Оплата заказа №1698 не прошла. Повторите: https://t.me/prize_bot/840180.,ru,messages_cleaned_v6.csv
46111,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,messages_cleaned_v6.csv
46113,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46115,Вы выиграли 243 000 рублей! Получите приз: http://pay-check.net/932769 -,ru,messages_cleaned_v6.csv
46116,Вы выиграли 342 000 рублей! Получите приз: http://uz-confirm.com/365709!,ru,messages_cleaned_v6.csv
46117,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,messages_cleaned_v6.csv
46118,Списание 862 000 прошло успешно. Отменить: http://click-safety.uz/26143 (,ru,messages_cleaned_v6.csv
46119,Инвестиции в газ! Доход от 267 000 в неделю: http://click-safety.uz/691390,ru,messages_cleaned_v6.csv
46120,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,messages_cleaned_v6.csv
46123,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,messages_cleaned_v6.csv
46124,Госуслуги: Вам начислена выплата 778 000. http://click-safety.uz/47056 -,ru,messages_cleaned_v6.csv
46126,Оплата заказа №2790 не прошла. Повторите: http://click-safety.uz/379787 ),ru,messages_cleaned_v6.csv
46128,Оплата заказа №3280 не прошла. Повторите: http://click-safety.uz/235043 OK,ru,messages_cleaned_v6.csv
46129,Вы выиграли 574 000 рублей! Получите приз: http://click-safety.uz/359716 -,ru,messages_cleaned_v6.csv
46130,Оплата заказа №5529 не прошла. Повторите: http://pay-check.net/292530!!,ru,messages_cleaned_v6.csv
46131,Вы выиграли 758 000 рублей! Получите приз: http://click-safety.uz/266137 ),ru,messages_cleaned_v6.csv
46132,Инвестиции в газ! Доход от 538 000 в неделю: https://bit.ly/claim-40918 -,ru,messages_cleaned_v6.csv
46134,Оплата заказа №7836 не прошла. Повторите: http://pay-check.net/646209.,ru,messages_cleaned_v6.csv
46136,Оплата заказа №4909 не прошла. Повторите: http://pay-check.net/21145!!,ru,messages_cleaned_v6.csv
46137,Госуслуги: Вам начислена выплата 486 000. https://bit.ly/claim-639105 :),ru,messages_cleaned_v6.csv
46138,Оплата заказа №5849 не прошла. Повторите: http://pay-check.net/2523 ?,ru,messages_cleaned_v6.csv
46140,Вы выиграли 558 000 рублей! Получите приз: http://click-safety.uz/151981 :),ru,messages_cleaned_v6.csv
46141,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,messages_cleaned_v6.csv
46143,Списание 380 000 прошло успешно. Отменить: https://bit.ly/claim-527516 OK,ru,messages_cleaned_v6.csv
46145,Госуслуги: Вам начислена выплата 554 000. http://pay-check.net/545065..,ru,messages_cleaned_v6.csv
46146,Вы выиграли 568 000 рублей! Получите приз: https://t.me/prize_bot/994331 -,ru,messages_cleaned_v6.csv
46147,Оплата заказа №4003 не прошла. Повторите: https://t.me/prize_bot/200020 -,ru,messages_cleaned_v6.csv
46150,Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/191655 :),ru,messages_cleaned_v6.csv
46151,Госуслуги: Вам начислена выплата 725 000. http://pay-check.net/902552 👍,ru,messages_cleaned_v6.csv
