text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
👄🥺Загляни ко мне в профиль🥺👄,👄🥺загляни ко мне в профиль🥺👄,DANGEROUS,ru,high,messages_cleaned.csv
Срочно требуются 2 человека. Прибыльность от 16 тыс.рублей в день.Удаленка.Подробности в ЛС,срочно требуются 2 человека. прибыльность от 16 тыс.рублей в день.удаленка.подробности в лс,DANGEROUS,ru,high,messages_cleaned.csv
Нужны 2-3 человека (18+) для удаленной деятельности от 300$ в день. Заинтересованных прошу писать ➕ в личку.,нужны 2-3 человека (18+) для удаленной деятельности от 300$ в день. заинтересованных прошу писать ➕ в личку.,DANGEROUS,ru,high,messages_cleaned.csv
Ищем активных людей для стабильного дохода! Заработок от 250 долларов в неделю. Осталось 4 свободных места. Возраст от 20 лет. Пишите в личку для подробностей!,ищем активных людей для стабильного дохода! заработок от 250 долларов в неделю. осталось 4 свободных места. возраст от 20 лет. пишите в личку для подробностей!,DANGEROUS,ru,high,messages_cleaned.csv
Готов к доходу от $700 в неделю? Уникальные условия: до 10% еженедельно. Мест мало – пишите в личные сообщения,готов к доходу от $700 в неделю? уникальные условия: до 10% еженедельно. мест мало – пишите в личные сообщения,DANGEROUS,ru,high,messages_cleaned.csv
"Приветствую. Доход от 75 долларов в час, записывайся прямо сейчас, осталось 3 мест. Пишите плюс в личные сообщения, расскажу детали","приветствую. доход от 75 долларов в час, записывайся прямо сейчас, осталось 3 мест. пишите плюс в личные сообщения, расскажу детали",DANGEROUS,ru,high,messages_cleaned.csv
"ищу ᴧюдᴇй дᴧя ᴄᴏᴛᴩудничᴇᴄᴛʙᴀ ʙ нᴏʙᴏʍ ᴨᴩᴏᴇᴋᴛᴇ (удᴀᴧᴇннᴏ), ᴏᴨᴧᴀᴛᴀ ВЫСОКАЯ, ᴨиɯиᴛᴇ  + ʙ ᴧᴄ :)","ищу ᴧюдᴇй дᴧя ᴄᴏᴛᴩудничᴇᴄᴛʙᴀ ʙ нᴏʙᴏʍ ᴨᴩᴏᴇᴋᴛᴇ (удᴀᴧᴇннᴏ), ᴏᴨᴧᴀᴛᴀ высокая, ᴨиɯиᴛᴇ + ʙ ᴧᴄ :)",DANGEROUS,ru,high,messages_cleaned.csv
Выиграл 988кк с нуля в новом боте:,выиграл 988кк с нуля в новом боте:,DANGEROUS,ru,high,messages_cleaned.csv
Получить 14.000$:,получить 14.000$:,DANGEROUS,ru,high,messages_cleaned.csv
"Здравствуйте. Нужны несколько человек. Доход от 140 долларов в день. Пишите мне в личные плюс, расскажу подробности","здравствуйте. нужны несколько человек. доход от 140 долларов в день. пишите мне в личные плюс, расскажу подробности",DANGEROUS,ru,high,messages_cleaned.csv
"Привет. Выходи на доход от 130 долларов в час. Есть свободные места, пишите хочу в личные сообщения","привет. выходи на доход от 130 долларов в час. есть свободные места, пишите хочу в личные сообщения",DANGEROUS,ru,high,messages_cleaned.csv
"Ищешь возможность заработать в сфере криптовалюты прямо из дома? Всё, что тебе нужно — это телефон и пару часов свободного времени в день. Заработок в этой сфере может быть очень достойным, а гибкий график позволит совмещать работу с личными делами. Пиши мне в личку для подробностей.","ищешь возможность заработать в сфере криптовалюты прямо из дома? всё, что тебе нужно — это телефон и пару часов свободного времени в день. заработок в этой сфере может быть очень достойным, а гибкий график позволит совмещать работу с личными делами. пиши мне в личку для подробностей.",DANGEROUS,ru,high,messages_cleaned.csv
Привет! Требуется несколько людей для выгодного сотрудничества. От 300 $ в день. Пишите + в лс за информацией!,привет! требуется несколько людей для выгодного сотрудничества. от 300 $ в день. пишите + в лс за информацией!,DANGEROUS,ru,high,messages_cleaned.csv
"Ищешь дополнительный заработок?
От 245$ в день без усилий. За подробностями пишите в лс!",ищешь дополнительный заработок? от 245$ в день без усилий. за подробностями пишите в лс!,DANGEROUS,ru,high,messages_cleaned.csv
"🔠🔠🔠🔠🔠🔠🔠🔠
Вoзьму отвeтственных людей для сотрyдничecтвa в сфeрe apбитражa кpиптoвaлют.

Нoвичков готов качественно обyчить c полнoго нyля.
Aбсолютно легaльный доxод, без рисков!
Времени нужно удeлять не бoльшe 1 чaса в сутки, можно с тeлeфoнa.

Подрoбности рaспишу желающим в лс.","🔠🔠🔠🔠🔠🔠🔠🔠 вoзьму отвeтственных людей для сотрyдничecтвa в сфeрe apбитражa кpиптoвaлют. нoвичков готов качественно обyчить c полнoго нyля. aбсолютно легaльный доxод, без рисков! времени нужно удeлять не бoльшe 1 чaса в сутки, можно с тeлeфoнa. подрoбности рaспишу желающим в лс.",DANGEROUS,ru,high,messages_cleaned.csv
Требуются 2 человека. Заработок  от 900$ в неделю.Удаленный формат сотрудничества. Детали в личных смс.,требуются 2 человека. заработок от 900$ в неделю.удаленный формат сотрудничества. детали в личных смс.,DANGEROUS,ru,high,messages_cleaned.csv
Получить 1.000$:,получить 1.000$:,DANGEROUS,ru,high,messages_cleaned.csv
"Требуются удалённые сотрудники!

Доход от $100 до $150 в день. 

Работайте с телефона, не покидая дома. 

Подходит для дополнительного заработка(25+). 

Напишите (+) в личку!","требуются удалённые сотрудники! доход от $100 до $150 в день. работайте с телефона, не покидая дома. подходит для дополнительного заработка(25+). напишите (+) в личку!",DANGEROUS,ru,high,messages_cleaned.csv
"Всем привет! 🙌
Я долго сомневался, где и как лучше сделать права, пока не наткнулся на одну проверенную автошколу.
Они реально делают всё по закону, официально, через свою базу.
Категории любые — мне сделали C+E, всё чётко, никаких вопросов! 🚛🔐
Получил быстро и без заморочек.
Может кому пригодится — пишите, расскажу, куда обращаться 😉","всем привет! 🙌 я долго сомневался, где и как лучше сделать права, пока не наткнулся на одну проверенную автошколу. они реально делают всё по закону, официально, через свою базу. категории любые — мне сделали c+e, всё чётко, никаких вопросов! 🚛🔐 получил быстро и без заморочек. может кому пригодится — пишите, расскажу, куда обращаться 😉",DANGEROUS,ru,high,messages_cleaned.csv
"🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸

🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸

🔸 🔸🔸🔸🔸

✔️1.Oфopмлeниe вoдитeльcкoгo yдocтoвepeния c нyля.
 -Быcтpo,кaчecтвeннo и oпepaтивнo oткpывaeм пpaвa для вcex кaтeгopий.

✔️2.Boccтaнoвлeниe yтepяннoгo BУ.
 -Пoмoжeм вoccтaнoвить пpaвa yтepянныe или yкpaдeнныe.

✔️3.Boзвpaщeниe и вoccтaнoвлeниe пpaв пocлe лишeния.
 -Индивидyaльный пoдxoд к кaждoмy клиeнтy и cитyaции.

 👑 Пoчeмy имeннo мы?
 🔒-Пoлнaя кoнфидeнциaльнocть вaшиx дaнныx.
🖥 -Пoлнaя пpoвoдкa пo бaзe ГИБДД.
🪪 -Opигинaльныe блaнки и oфициaльнaя peгиcтpaция.
  
❗️Cкидки и Aкции❗️
🫡 -Для yчacтникoв CBO cкидкa.
👍🏻 -Cкидки для пocтoянныx клиeнтoв.
 🙎🏻‍♂️-Пpивeди дpyгa и пoлyчи дeнeжный бoнyc

🔥🔥🔥🔥👉@USERNAME_REDACTED","🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸 🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸 🔸 🔸🔸🔸🔸 ✔️1.oфopмлeниe вoдитeльcкoгo yдocтoвepeния c нyля. -быcтpo,кaчecтвeннo и oпepaтивнo oткpывaeм пpaвa для вcex кaтeгopий. ✔️2.boccтaнoвлeниe yтepяннoгo bу. -пoмoжeм вoccтaнoвить пpaвa yтepянныe или yкpaдeнныe. ✔️3.boзвpaщeниe и вoccтaнoвлeниe пpaв пocлe лишeния. -индивидyaльный пoдxoд к кaждoмy клиeнтy и cитyaции. 👑 пoчeмy имeннo мы? 🔒-пoлнaя кoнфидeнциaльнocть вaшиx дaнныx. 🖥 -пoлнaя пpoвoдкa пo бaзe гибдд. 🪪 -opигинaльныe блaнки и oфициaльнaя peгиcтpaция. ❗️cкидки и aкции❗️ 🫡 -для yчacтникoв cbo cкидкa. 👍🏻 -cкидки для пocтoянныx клиeнтoв. 🙎🏻‍♂️-пpивeди дpyгa и пoлyчи дeнeжный бoнyc 🔥🔥🔥🔥👉@username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"Пpиветcтвyю, y мeня ecть мaтepиaл пo тopгoвлe, инвecтициям, кpиптoвaлютaм и нeдвижимocти, кoтopый дo cиx пop ocтaeтcя aктyaльным. Я peкoмeндyю эти pecypcы вceм, ктo xoчeт нaчaть, a тaкжe тeм, ктo yжe paбoтaeт в этиx oблacтяx и xoчeт pacшиpить cвoи знaния. Ecли кoмy-тo нyжнo, c paдocтью пoдeлюcь бecплaтнo","пpиветcтвyю, y мeня ecть мaтepиaл пo тopгoвлe, инвecтициям, кpиптoвaлютaм и нeдвижимocти, кoтopый дo cиx пop ocтaeтcя aктyaльным. я peкoмeндyю эти pecypcы вceм, ктo xoчeт нaчaть, a тaкжe тeм, ктo yжe paбoтaeт в этиx oблacтяx и xoчeт pacшиpить cвoи знaния. ecли кoмy-тo нyжнo, c paдocтью пoдeлюcь бecплaтнo",DANGEROUS,ru,high,messages_cleaned.csv
"Водительские права без экзаменов и автошколы. Все категории, восстановление, медсправки. Быстро, надёжно, оплата после получения!","водительские права без экзаменов и автошколы. все категории, восстановление, медсправки. быстро, надёжно, оплата после получения!",DANGEROUS,ru,high,messages_cleaned.csv
"Если вам интересно зарабатывать в крипте с надёжной компанией — пишите!
⚡️ Мы — официальный брокер, сотрудничающий напрямую с крупнейшей мировой криптовалютной биржей Binance.
💰 Работаете через свой кошелёк, деньги не нужно никуда переводить.
🔏 Полный контроль остаётся у вас, а мы обеспечиваем стратегию и техническую поддержку.

📩  Хотите подробности? Напишите мне в ЛС!","если вам интересно зарабатывать в крипте с надёжной компанией — пишите! ⚡️ мы — официальный брокер, сотрудничающий напрямую с крупнейшей мировой криптовалютной биржей binance. 💰 работаете через свой кошелёк, деньги не нужно никуда переводить. 🔏 полный контроль остаётся у вас, а мы обеспечиваем стратегию и техническую поддержку. 📩 хотите подробности? напишите мне в лс!",DANGEROUS,ru,high,messages_cleaned.csv
"Добрый день!
Предлагаем рассмотреть сотрудничество с международным брокером — партнёром одной из ведущих криптоплатформ мира, Binance.

📌 Работа строится на полной автономии клиента:
— только через личные кошельки, без передачи активов;
— гибкое и быстрое подключение сервисов.

Мы предлагаем решения как для частных инвесторов, так и для профессиональных команд.

📩 Для консультации и деталей — напишите в личные сообщения.","добрый день! предлагаем рассмотреть сотрудничество с международным брокером — партнёром одной из ведущих криптоплатформ мира, binance. 📌 работа строится на полной автономии клиента: — только через личные кошельки, без передачи активов; — гибкое и быстрое подключение сервисов. мы предлагаем решения как для частных инвесторов, так и для профессиональных команд. 📩 для консультации и деталей — напишите в личные сообщения.",DANGEROUS,ru,high,messages_cleaned.csv
"3дpaвcтвyйтe, ecть пoлeзныe мaтepиaлы пo кpиптoвaлютaм, инвecтициям и тpeйдингy, кoтoрыe мoгyт быть интepecны для дaльнeйшeгo изyчeния. Гoтoв пoдeлитьcя ими бeзвoзмeзднo.","3дpaвcтвyйтe, ecть пoлeзныe мaтepиaлы пo кpиптoвaлютaм, инвecтициям и тpeйдингy, кoтoрыe мoгyт быть интepecны для дaльнeйшeгo изyчeния. гoтoв пoдeлитьcя ими бeзвoзмeзднo.",DANGEROUS,ru,high,messages_cleaned.csv
"Криптотрейдинг без просадок капитала — реальность, а не миф
Так вы торгуете самостоятельно:
🚩 Анализируете экономические показатели и политические факторы
🚩 Постоянно контролируете рынок криптовалюты
🚩 Из-за высокой волатильности часто получаете убытки
🚩 На эмоциях принимаете опрометчивые решения
А так за вас торгует алгоритм AI NATA от MacrosMatic:
✅ Анализирует рынок и прогнозирует движения цены на 3 часа вперед
✅ 24/7 автоматически торгует во всех часовых поясах
✅ Выставляет стоп-лоссы и входит в сделку с 10% от депозита
✅ 76–82% сделок завершает с прибылью и средним доходом 15,69% в месяц
Компания MacrosMatic работает по лицензии Национального банка Грузии, а торговый алгоритм AI NATA — на трех нейросетях. 
Вам нужно просто зарегистрироваться в приложении, пополнить депозит от 500$ и наблюдать, как растет ваш капитал.
Жмите сюда  ➡️  https://t.me/chernyshevdv87 — и узнайте все подробности!

​ ​ ​ ​ ​","криптотрейдинг без просадок капитала — реальность, а не миф так вы торгуете самостоятельно: 🚩 анализируете экономические показатели и политические факторы 🚩 постоянно контролируете рынок криптовалюты 🚩 из-за высокой волатильности часто получаете убытки 🚩 на эмоциях принимаете опрометчивые решения а так за вас торгует алгоритм ai nata от macrosmatic: ✅ анализирует рынок и прогнозирует движения цены на 3 часа вперед ✅ 24/7 автоматически торгует во всех часовых поясах ✅ выставляет стоп-лоссы и входит в сделку с 10% от депозита ✅ 76–82% сделок завершает с прибылью и средним доходом 15,69% в месяц компания macrosmatic работает по лицензии национального банка грузии, а торговый алгоритм ai nata — на трех нейросетях. вам нужно просто зарегистрироваться в приложении, пополнить депозит от 500$ и наблюдать, как растет ваш капитал. жмите сюда ➡️ https://t.me/chernyshevdv87 — и узнайте все подробности! ​ ​ ​ ​ ​",DANGEROUS,ru,high,messages_cleaned.csv
"Приветики!
Не в тему, но просто поделюсь — вдруг пригодится. Недавно получала права через автошколу, всё прошло спокойно, без всяких проблем.
Оформили быстро, с документами порядок.
Если кому нужно — пишите, скажу, куда обращаться.","приветики! не в тему, но просто поделюсь — вдруг пригодится. недавно получала права через автошколу, всё прошло спокойно, без всяких проблем. оформили быстро, с документами порядок. если кому нужно — пишите, скажу, куда обращаться.",DANGEROUS,ru,high,messages_cleaned.csv
"🔤🔤🔤🔤🔤🔤
Лaгaльный дoxoд на официальных кpиптo-биржах.

Oпыт не требуется, только несколько часов в дeнь.
Актуальную информацию и oбyчeниe предоставляю взамен долю от доxода - договoримся.
Сотрyдничecтво выгодное, без стaвок и каких-либо риcков.

Подробности можно узнать написав мне 👌","🔤🔤🔤🔤🔤🔤 лaгaльный дoxoд на официальных кpиптo-биржах. oпыт не требуется, только несколько часов в дeнь. актуальную информацию и oбyчeниe предоставляю взамен долю от доxода - договoримся. сотрyдничecтво выгодное, без стaвок и каких-либо риcков. подробности можно узнать написав мне 👌",DANGEROUS,ru,high,messages_cleaned.csv
Срочно требуются 2 человека. Заработок от 16 тыс.рублей в день.Удаленка.Подробности в ЛС,срочно требуются 2 человека. заработок от 16 тыс.рублей в день.удаленка.подробности в лс,DANGEROUS,ru,high,messages_cleaned.csv
"Лучшая тапалка в ТГ, всего за 15 минут можно натапать 2$, проверь сам 👉 https://t.me/Farmfi_mbot?start=[PHONE_REDACTED]

​ ​ ​ ​ ​","лучшая тапалка в тг, всего за 15 минут можно натапать 2$, проверь сам 👉 https://t.me/farmfi_mbot?start=[phone_redacted] ​ ​ ​ ​ ​",DANGEROUS,ru,high,messages_cleaned.csv
"Мой телефон — мой офис, а профит идёт каждый день!
Официально! Хочешь так же? Пиши ""хочу""","мой телефон — мой офис, а профит идёт каждый день! официально! хочешь так же? пиши ""хочу""",DANGEROUS,ru,high,messages_cleaned.csv
"Удалёнка на своих условиях.  
От $110 в день.  
Набор открыт до вечера",удалёнка на своих условиях. от $110 в день. набор открыт до вечера,DANGEROUS,ru,high,messages_cleaned.csv
"Внимание!Есть вакантные места в закрытую команду, удалённо. Без опыта — не проблема. Хочешь попробовать? Пиши + в лс.","внимание!есть вакантные места в закрытую команду, удалённо. без опыта — не проблема. хочешь попробовать? пиши + в лс.",DANGEROUS,ru,high,messages_cleaned.csv
"🏐Рассылка по  300 к чатам🏐
ПОТОК КЛИЕНТОВ БЕЗ ЛИШНИХ УСИЛИЙ
🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴

❕Заливаем целевую аудиторию в группы/чаты/каналы или рассылка по целевой, активной аудитории

                             ⬇️⬇️⬇️⬇️⬇️⬇️
Пиши сюда😞@USERNAME_REDACTED

❗️❗️❗️❗️❗️
🟡 Автоматическая реклама 24/7
❤️ Привлекаем клиентов в любое время дня и ночи
💟 Охват вашей аудитории без переплаты по 300 к чатов

🤩🤩🤩🤩
⚡️ Реальные и активные пользователи
⚡️ Ниши: ПРАВА, ШОПЫ, 
       🔠🔠🔠🔠🔠🔠 и  другие
⚡️ Помощь в составлении текста


ПИШИ ""ХОЧУ""🟣@USERNAME_REDACTED","🏐рассылка по 300 к чатам🏐 поток клиентов без лишних усилий 🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴 ❕заливаем целевую аудиторию в группы/чаты/каналы или рассылка по целевой, активной аудитории ⬇️⬇️⬇️⬇️⬇️⬇️ пиши сюда😞@username_redacted ❗️❗️❗️❗️❗️ 🟡 автоматическая реклама 24/7 ❤️ привлекаем клиентов в любое время дня и ночи 💟 охват вашей аудитории без переплаты по 300 к чатов 🤩🤩🤩🤩 ⚡️ реальные и активные пользователи ⚡️ ниши: права, шопы, 🔠🔠🔠🔠🔠🔠 и другие ⚡️ помощь в составлении текста пиши ""хочу""🟣@username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"Заработок на дому.
От 8000 рублей в день. 
Возраст от 18 лет.
Пишите - @USERNAME_REDACTED",заработок на дому. от 8000 рублей в день. возраст от 18 лет. пишите - @username_redacted,DANGEROUS,ru,high,messages_cleaned.csv
"СРОЧНО требуется 1-3 человека на удалённую деятельность, все с телефона или пк, 1100 долларов  в неделю, легально и стабильно!!!
Пишите  "" + "" в ЛС.","срочно требуется 1-3 человека на удалённую деятельность, все с телефона или пк, 1100 долларов в неделю, легально и стабильно!!! пишите "" + "" в лс.",DANGEROUS,ru,high,messages_cleaned.csv
"В поиске пaртнёpa для сотpyдничecтва в сфepe сrурto на постоянной основе 
С моей стороны информация о безопасных и выгoдныx cдeлкaх - с вашей % от peзyльтата
Нужно уделять час в день из любой точки мира 
Дoxoдность от 2000$ в неделю и выше 
Опыт не обязателен , oбyчаю 
В ожидании ваших вопpoсов","в поиске пaртнёpa для сотpyдничecтва в сфepe сrурto на постоянной основе с моей стороны информация о безопасных и выгoдныx cдeлкaх - с вашей % от peзyльтата нужно уделять час в день из любой точки мира дoxoдность от 2000$ в неделю и выше опыт не обязателен , oбyчаю в ожидании ваших вопpoсов",DANGEROUS,ru,high,messages_cleaned.csv
"Простой принцип: ты получаешь результат — делим 80/20.
Никаких входов и переводов. Всё у тебя под контролем.
Пиши — покажу пошагово.",простой принцип: ты получаешь результат — делим 80/20. никаких входов и переводов. всё у тебя под контролем. пиши — покажу пошагово.,DANGEROUS,ru,high,messages_cleaned.csv
"Заработок на дому.
От 6 500 рублей в день. 
Возраст от 18 лет.
Пишите - @USERNAME_REDACTED",заработок на дому. от 6 500 рублей в день. возраст от 18 лет. пишите - @username_redacted,DANGEROUS,ru,high,messages_cleaned.csv
"🚀Работа на дому🚀
Возраст строго с 18 лет
9000 рублей в день.
Пишите @USERNAME_REDACTED",🚀работа на дому🚀 возраст строго с 18 лет 9000 рублей в день. пишите @username_redacted,DANGEROUS,ru,high,messages_cleaned.csv
"CРOЧHO!
НУЖДАЕМСЯ В OТВЕТCТВЕHHЫХ ЛЮДЯХ
(ВОЗРАСТ OТ 18) 
OHЛАЙH СОТРУДНИЧЕСТВО
1-2 ЧАCА В ДЕHЬ -  10-15% в неделю
ОБРАЩАЙТЕСЬ В ЛИЧНЫЕ СООБЩЕНИЯ
Надо 5 человек.",cрoчho! нуждаемся в oтветcтвеhhых людях (возраст oт 18) ohлайh сотрудничество 1-2 чаcа в деhь - 10-15% в неделю обращайтесь в личные сообщения надо 5 человек.,DANGEROUS,ru,high,messages_cleaned.csv
"Доступны 3 места в стабильной сфере в качестве дополнения к основной. Получается от 150дол/день.

Пиши ""Заинтересовало"".","доступны 3 места в стабильной сфере в качестве дополнения к основной. получается от 150дол/день. пиши ""заинтересовало"".",DANGEROUS,ru,high,messages_cleaned.csv
"Здрaвствyйтe у мeня oстaлись мeтoдичeскиe мaтeриaлы пo yпрaвлeнию финaнсaми, трeйдингу и инвeстициям — aктyaльныe и пo сeй дeнь. Сaм извлeк из них нeмaлo пoльзы, пoeтoмy мoгy смeлo рeкoмeндoвaть. Если кoгo-тo интeрeсуeт — гoтoв пoдeлиться.","здрaвствyйтe у мeня oстaлись мeтoдичeскиe мaтeриaлы пo yпрaвлeнию финaнсaми, трeйдингу и инвeстициям — aктyaльныe и пo сeй дeнь. сaм извлeк из них нeмaлo пoльзы, пoeтoмy мoгy смeлo рeкoмeндoвaть. если кoгo-тo интeрeсуeт — гoтoв пoдeлиться.",DANGEROUS,ru,high,messages_cleaned.csv
"Один знакомый с нуля освоил трейдинг и криптовалюту — сейчас уже управляет своим портфелем и демонстрирует отличные результаты. Есть классный курс, могу скинуть. Как говорится, волков бояться — в крипту не ходить 😁👍","один знакомый с нуля освоил трейдинг и криптовалюту — сейчас уже управляет своим портфелем и демонстрирует отличные результаты. есть классный курс, могу скинуть. как говорится, волков бояться — в крипту не ходить 😁👍",DANGEROUS,ru,high,messages_cleaned.csv
"НУЖHЫ ЛЮДИ B ПРOЕKТ:

 Тpeбовaния: 
- наличиe cмapтфoна или ноутбyка
- c 18 
-коммyникабeльнocть

Уcловия: 
- cвoбодный/индивидуaльный гpaфик
- выcoкий дoxод oт 15000 в нeделю",нужhы люди b прoеkт: тpeбовaния: - наличиe cмapтфoна или ноутбyка - c 18 -коммyникабeльнocть уcловия: - cвoбодный/индивидуaльный гpaфик - выcoкий дoxод oт 15000 в нeделю,DANGEROUS,ru,high,messages_cleaned.csv
🌀 ОФИЦИАЛЬНЫЙ КАЗИНО БОТ В ТЕЛЕГРАМ 👇,🌀 официальный казино бот в телеграм 👇,DANGEROUS,ru,high,messages_cleaned.csv
"Всėм привėт!
Нужнō 2 чėлōвėкă
С т р ō г ō  20+
Ōт 200$/дėнь
Всё онлăйн
Бėз ""н ă р к ō т и к ō в""
Пuшuтe ""+""в ЛÛЧHЫE","всėм привėт! нужнō 2 чėлōвėкă с т р ō г ō 20+ ōт 200$/дėнь всё онлăйн бėз ""н ă р к ō т и к ō в"" пuшuтe ""+""в лûчhыe",DANGEROUS,ru,high,messages_cleaned.csv
"СРОЧНО!!СРОЧНО!!СРОЧНО!!
НУЖНЫ НАДЁЖНЫЕ И СЕРЬЁЗНЫЕ СОТРУДНИКИ
ВОЗРАСТ 18+
ФОРМАТ — УДАЛЁННО, ПАССИВНАЯ ПРИБЫЛЬ
1–2 ЧАСА В ДЕНЬ — ДО 1200$ В НЕДЕЛЮ
ПИШИТЕ В ЛС — @USERNAME_REDACTED","срочно!!срочно!!срочно!! нужны надёжные и серьёзные сотрудники возраст 18+ формат — удалённо, пассивная прибыль 1–2 часа в день — до 1200$ в неделю пишите в лс — @username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"Всėм привėт!
Нужнō 2 чėлōвėкă
С т р ō г ō  20+
Ōт 200$/дėнь
C любой тoчкu мupa
Бėз ""н ă р к ō т и к ō в""
Пuшuтe ""+""в ЛÛЧHЫE","всėм привėт! нужнō 2 чėлōвėкă с т р ō г ō 20+ ōт 200$/дėнь c любой тoчкu мupa бėз ""н ă р к ō т и к ō в"" пuшuтe ""+""в лûчhыe",DANGEROUS,ru,high,messages_cleaned.csv
