text,language,source_dataset,original_label,normalized_text
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,en,messages_cleaned.csv,ham,hello! how's you and how did saturday go? i was just texting to see if you'd decided to do anything tomo. not that i'm trying to invite myself or anything!
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,en,messages_cleaned.csv,ham,pls go ahead with watts. i just wanted to be sure. do have a great weekend. abiola
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",en,messages_cleaned.csv,ham,"did i forget to tell you ? i want you , i need you, i crave you ... but most of all ... i love you my sweet arabian steed ... mmmmmm ... yummy"
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,en,messages_cleaned.csv,scam,07732584351 - rodger burns - msg = we tried to call you re your reply to our sms for a free nokia mobile + free camcorder. please call now 08000930705 for delivery tomorrow
WHO ARE YOU SEEING?,en,messages_cleaned.csv,ham,who are you seeing?
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,en,messages_cleaned.csv,ham,great! i hope you like your man well endowed. i am &lt;#&gt; inches...
No calls..messages..missed calls,en,messages_cleaned.csv,ham,no calls..messages..missed calls
Didn't you get hep b immunisation in nigeria.,en,messages_cleaned.csv,ham,didn't you get hep b immunisation in nigeria.
"Fair enough, anything going on?",en,messages_cleaned.csv,ham,"fair enough, anything going on?"
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",en,messages_cleaned.csv,ham,"yeah hopefully, if tyler can't do it i could maybe ask around a bit"
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,en,messages_cleaned.csv,ham,u don't know how stubborn i am. i didn't even want to go to the hospital. i kept telling mark i'm not a weak sucker. hospitals are for weak suckers.
What you thinked about me. First time you saw me in class.,en,messages_cleaned.csv,ham,what you thinked about me. first time you saw me in class.
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",en,messages_cleaned.csv,ham,"a gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;"
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,en,messages_cleaned.csv,ham,k fyi x has a ride early tomorrow morning but he's crashing at our place tonight
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",en,messages_cleaned.csv,ham,"wow. i never realized that you were so embarassed by your accomodations. i thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". i'm sorry i didn't and don't have more to give. i'm sorry i offered. i'm sorry your room was so embarassing."
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,en,messages_cleaned.csv,scam,sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,en,messages_cleaned.csv,ham,do you know what mallika sherawat did yesterday? find out now @ &lt;url&gt;
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",en,messages_cleaned.csv,scam,"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!"
"Sorry, I'll call later in meeting.",en,messages_cleaned.csv,ham,"sorry, i'll call later in meeting."
Tell where you reached,en,messages_cleaned.csv,ham,tell where you reached
Yes..gauti and sehwag out of odi series.,en,messages_cleaned.csv,ham,yes..gauti and sehwag out of odi series.
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,en,messages_cleaned.csv,ham,your gonna have to pick up a $1 burger for yourself on your way home. i can't even move. pain is killing me.
Ha ha ha good joke. Girls are situation seekers.,en,messages_cleaned.csv,ham,ha ha ha good joke. girls are situation seekers.
Its a part of checking IQ,en,messages_cleaned.csv,ham,its a part of checking iq
"Sorry my roommates took forever, it ok if I come by now?",en,messages_cleaned.csv,ham,"sorry my roommates took forever, it ok if i come by now?"
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,en,messages_cleaned.csv,ham,ok lar i double check wif da hair dresser already he said wun cut v short. he said will cut until i look nice.
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",en,messages_cleaned.csv,scam,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589"
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",en,messages_cleaned.csv,ham,"today is ""song dedicated day.."" which song will u dedicate for me? send this to all ur valuable frnds but first rply me..."
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",en,messages_cleaned.csv,scam,"urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj"
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",en,messages_cleaned.csv,scam,"did you hear about the new ""divorce barbie""? it comes with all of ken's stuff!"
I plane to give on this month end.,en,messages_cleaned.csv,ham,i plane to give on this month end.
Wah lucky man... Then can save money... Hee...,en,messages_cleaned.csv,ham,wah lucky man... then can save money... hee...
Finished class where are you.,en,messages_cleaned.csv,ham,finished class where are you.
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,en,messages_cleaned.csv,ham,hi babe im at home now wanna do something? xx
K..k:)where are you?how did you performed?,en,messages_cleaned.csv,ham,k..k:)where are you?how did you performed?
U can call me now...,en,messages_cleaned.csv,ham,u can call me now...
I am waiting machan. Call me once you free.,en,messages_cleaned.csv,ham,i am waiting machan. call me once you free.
Thats cool. i am a gentleman and will treat you with dignity and respect.,en,messages_cleaned.csv,ham,thats cool. i am a gentleman and will treat you with dignity and respect.
I like you peoples very much:) but am very shy pa.,en,messages_cleaned.csv,ham,i like you peoples very much:) but am very shy pa.
Does not operate after  &lt;#&gt;  or what,en,messages_cleaned.csv,ham,does not operate after &lt;#&gt; or what
Its not the same here. Still looking for a job. How much do Ta's earn there.,en,messages_cleaned.csv,ham,its not the same here. still looking for a job. how much do ta's earn there.
"Sorry, I'll call later",en,messages_cleaned.csv,ham,"sorry, i'll call later"
K. Did you call me just now ah?,en,messages_cleaned.csv,ham,k. did you call me just now ah?
Ok i am on the way to home hi hi,en,messages_cleaned.csv,ham,ok i am on the way to home hi hi
You will be in the place of that man,en,messages_cleaned.csv,ham,you will be in the place of that man
Yup next stop.,en,messages_cleaned.csv,ham,yup next stop.
"I call you later, don't have network. If urgnt, sms me.",en,messages_cleaned.csv,ham,"i call you later, don't have network. if urgnt, sms me."
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,en,messages_cleaned.csv,ham,for real when u getting on yo? i only need 2 more tickets and one more jacket and i'm done. i already used all my multis.
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,en,messages_cleaned.csv,ham,yes i started to send requests to make it but pain came back so i'm back in bed. double coins at the factory too. i gotta cash in all my nitros.
I'm really not up to it still tonight babe,en,messages_cleaned.csv,ham,i'm really not up to it still tonight babe
"Ela kano.,il download, come wen ur free..",en,messages_cleaned.csv,ham,"ela kano.,il download, come wen ur free.."
Yeah do! Don‘t stand to close tho- you‘ll catch something!,en,messages_cleaned.csv,ham,yeah do! don't stand to close tho- you'll catch something!
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,en,messages_cleaned.csv,ham,sorry to be a pain. is it ok if we meet another night? i spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. sorry.
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,en,messages_cleaned.csv,ham,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling!!
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,en,messages_cleaned.csv,scam,please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,en,messages_cleaned.csv,ham,havent planning to buy later. i check already lido only got 530 show in e afternoon. u finish work already?
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",en,messages_cleaned.csv,scam,"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16"
Watching telugu movie..wat abt u?,en,messages_cleaned.csv,ham,watching telugu movie..wat abt u?
i see. When we finish we have loads of loans to pay,en,messages_cleaned.csv,ham,i see. when we finish we have loads of loans to pay
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",en,messages_cleaned.csv,ham,"hi. wk been ok - on hols now! yes on for a bit of a run. forgot that i have hairdressers appointment at four so need to get home n shower beforehand. does that cause prob for u?"""
I see a cup of coffee animation,en,messages_cleaned.csv,ham,i see a cup of coffee animation
Please don't text me anymore. I have nothing else to say.,en,messages_cleaned.csv,ham,please don't text me anymore. i have nothing else to say.
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,en,messages_cleaned.csv,ham,okay name ur price as long as its legal! wen can i pick them up? y u ave x ams xx
I'm still looking for a car to buy. And have not gone 4the driving test yet.,en,messages_cleaned.csv,ham,i'm still looking for a car to buy. and have not gone 4the driving test yet.
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",en,messages_cleaned.csv,ham,"wow. you're right! i didn't mean to do that. i guess once i gave up on boston men and changed my search location to nyc, something changed. cuz on my signin page it still says boston."
Umma my life and vava umma love you lot dear,en,messages_cleaned.csv,ham,umma my life and vava umma love you lot dear
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,en,messages_cleaned.csv,ham,thanks a lot for your wishes on my birthday. thanks you for making my birthday truly memorable.
"Aight, I'll hit you up when I get some cash",en,messages_cleaned.csv,ham,"aight, i'll hit you up when i get some cash"
How would my ip address test that considering my computer isn't a minecraft server,en,messages_cleaned.csv,ham,how would my ip address test that considering my computer isn't a minecraft server
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,en,messages_cleaned.csv,ham,i know! grumpy old people. my mom was like you better not be lying. then again i am always the one to play jokes...
Dont worry. I guess he's busy.,en,messages_cleaned.csv,ham,dont worry. i guess he's busy.
What is the plural of the noun research?,en,messages_cleaned.csv,ham,what is the plural of the noun research?
Going for dinner.msg you after.,en,messages_cleaned.csv,ham,going for dinner.msg you after.
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,en,messages_cleaned.csv,ham,i'm ok wif it cos i like 2 try new things. but i scared u dun like mah. cos u said not too loud.
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,en,messages_cleaned.csv,scam,gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",en,messages_cleaned.csv,ham,"wa, ur openin sentence very formal... anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...haha... so anythin special happened?"
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",en,messages_cleaned.csv,ham,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),en,messages_cleaned.csv,scam,you are a winner u have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,en,messages_cleaned.csv,ham,goodo! yes we must speak friday - egg-potato ratio for tortilla needed!
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,en,messages_cleaned.csv,ham,hmm...my uncle just informed me that he's paying the school directly. so pls buy food.
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,en,messages_cleaned.csv,scam,private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",en,messages_cleaned.csv,scam,"urgent! your mobile no. was awarded £2000 bonus caller prize on 5/9/03 this is our final try to contact u! call from landline 09064019788 box42wr29c, 150ppm"
here is my new address -apples&pairs&all that malarky,en,messages_cleaned.csv,ham,here is my new address -apples&pairs&all that malarky
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,en,messages_cleaned.csv,scam,todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app
I am going to sao mu today. Will be done only at 12,en,messages_cleaned.csv,ham,i am going to sao mu today. will be done only at 12
Ü predict wat time ü'll finish buying?,en,messages_cleaned.csv,ham,ü predict wat time ü'll finish buying?
"Good stuff, will do.",en,messages_cleaned.csv,ham,"good stuff, will do."
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",en,messages_cleaned.csv,ham,"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise."
Are you there in room.,en,messages_cleaned.csv,ham,are you there in room.
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,en,messages_cleaned.csv,ham,hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx
K..k:)how much does it cost?,en,messages_cleaned.csv,ham,k..k:)how much does it cost?
I'm home.,en,messages_cleaned.csv,ham,i'm home.
"Dear, will call Tmorrow.pls accomodate.",en,messages_cleaned.csv,ham,"dear, will call tmorrow.pls accomodate."
First answer my question.,en,messages_cleaned.csv,ham,first answer my question.
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,en,messages_cleaned.csv,scam,sunshine quiz wkly q! win a top sony dvd player if u know which country the algarve is in? txt ansr to 82277. £1.50 sp:tyrone
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,en,messages_cleaned.csv,scam,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p
I only haf msn. It's yijue@hotmail.com,en,messages_cleaned.csv,ham,i only haf msn. it's yijue@hotmail.com
He is there. You call and meet him,en,messages_cleaned.csv,ham,he is there. you call and meet him
No no. I will check all rooms befor activities,en,messages_cleaned.csv,ham,no no. i will check all rooms befor activities
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,en,messages_cleaned.csv,scam,you'll not rcv any more msgs from the chat svc. for free hardcore services text go to: 69988 if u get nothing u must age verify with yr network & try again
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,en,messages_cleaned.csv,ham,got c... i lazy to type... i forgot ü in lect... i saw a pouch but like not v nice...
"K, text me when you're on the way",en,messages_cleaned.csv,ham,"k, text me when you're on the way"
"Sir, Waiting for your mail.",en,messages_cleaned.csv,ham,"sir, waiting for your mail."
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",en,messages_cleaned.csv,ham,"a swt thought: ""nver get tired of doing little things 4 lovable persons.."" coz..somtimes those little things occupy d biggest part in their hearts.. gud ni8"
I know you are. Can you pls open the back?,en,messages_cleaned.csv,ham,i know you are. can you pls open the back?
Yes see ya not on the dot,en,messages_cleaned.csv,ham,yes see ya not on the dot
Whats the staff name who is taking class for us?,en,messages_cleaned.csv,ham,whats the staff name who is taking class for us?
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",en,messages_cleaned.csv,scam,"freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end"
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,en,messages_cleaned.csv,ham,ummma.will call after check in.our life will begin from qatar so pls pray very hard.
K..i deleted my contact that why?,en,messages_cleaned.csv,ham,k..i deleted my contact that why?
Sindu got job in birla soft ..,en,messages_cleaned.csv,ham,sindu got job in birla soft ..
The wine is flowing and i'm i have nevering..,en,messages_cleaned.csv,ham,the wine is flowing and i'm i have nevering..
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,en,messages_cleaned.csv,ham,yup i thk cine is better cos no need 2 go down 2 plaza mah.
Ok... Ur typical reply...,en,messages_cleaned.csv,ham,ok... ur typical reply...
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",en,messages_cleaned.csv,ham,"you are everywhere dirt, on the floor, the windows, even on my shirt. and sometimes when i open my mouth, you are all that comes flowing out. i dream of my world without you, then half my chores are out too. a time of joy for me, lots of tv shows i.ll see. but i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
Aaooooright are you at work?,en,messages_cleaned.csv,ham,aaooooright are you at work?
I'm leaving my house now...,en,messages_cleaned.csv,ham,i'm leaving my house now...
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",en,messages_cleaned.csv,ham,"hello, my love. what are you doing? did you get to that interview today? are you you happy? are you being a good boy? do you think of me?are you missing me ?"
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,en,messages_cleaned.csv,scam,customer service annoncement. you have a new years delivery waiting for you. please call 07046744435 now to arrange delivery
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,en,messages_cleaned.csv,scam,you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,en,messages_cleaned.csv,ham,keep yourself safe for me because i need you and i miss you already and i envy everyone that see's you in real life
New car and house for my parents.:)i have only new job in hand:),en,messages_cleaned.csv,ham,new car and house for my parents.:)i have only new job in hand:)
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,en,messages_cleaned.csv,ham,i'm so in love with you. i'm excited each day i spend with you. you make me so happy.
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,en,messages_cleaned.csv,scam,-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468
