text,risk_label,intent_label,tags,language,source,clean_text
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=4856887,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 4856887
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=4361022,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 4361022
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=2511273,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 2511273
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=8425807,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 8425807
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=4928852,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 4928852
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/271409,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/271409
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=7027485,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 7027485
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/9843336,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/9843336
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=2570012,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 2570012
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-796069,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 796069
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1865753,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 1865753
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9334656,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 9334656
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-9096573,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 9096573
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=5082454,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 5082454
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=6843223,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 6843223
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-1853923,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 1853923
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/7747561,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/7747561
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-8715075,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 8715075
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=382647,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 382647
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=9773600,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 9773600
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=3608839,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 3608839
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=663200,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 663200
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1009808,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/1009808
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=3042029,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 3042029
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/7215185,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/7215185
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=8091382,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 8091382
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=9622294,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 9622294
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-1048105,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 1048105
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=3567599,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 3567599
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/4718096,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/4718096
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/800191,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/800191
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=4314661,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 4314661
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-2918962,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 2918962
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-4938339,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 4938339
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-7419763,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 7419763
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=1428828,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 1428828
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-7976308,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 7976308
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1070659,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/1070659
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=3332488,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 3332488
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=547348,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 547348
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=7006005,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 7006005
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=9692601,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 9692601
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=5791255,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 5791255
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=3042206,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 3042206
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=491915,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 491915
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=2811283,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 2811283
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=6333595,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 6333595
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-4477552,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 4477552
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=7076912,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 7076912
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-5342509,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 5342509
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=7305611,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 7305611
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9503287,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 9503287
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=9753732,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 9753732
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1395745,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 1395745
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=6907922,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 6907922
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=969924,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 969924
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=6169076,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 6169076
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=1299787,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 1299787
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=9022328,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 9022328
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1945982,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 1945982
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=975052,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 975052
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=4674405,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://uz yutuq.com/p 4674405
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=7511247,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 7511247
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=3087078,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 3087078
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=2467405,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 2467405
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9537530,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 9537530
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1539501,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/1539501
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/2079038,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/2079038
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/9851013,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/9851013
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-4301223,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 4301223
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=7870319,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 7870319
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=1803462,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 1803462
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-1687257,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 1687257
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=5123565,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 5123565
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=151550,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 151550
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=843628,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 843628
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=2503295,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 2503295
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=4699621,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 4699621
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=7920276,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/ code 7920276
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=3014437,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot ref 3014437
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=3003559,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 3003559
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/2608267,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/2608267
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=2701582,DANGEROUS,REQUEST,,uz,sms,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 2701582
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=2170663,DANGEROUS,REQUEST,,uz,telegram,karta ngiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 2170663
Kodni menga yuboring,DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,kod ni menga yuboring
Katta kodi: 5829. Uni yozib yuboring,DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,katta kod i: 5829. uni yozib yuboring
Karta ma'lumotlarini kiriting: http://secure-check.click,DANGEROUS,REQUEST,"card_data,phishing,link",uz,seed,karta ma lumotlarini kiriting: http://secure check.click
"Akkauntingiz bloklandi, darhol loginni tasdiqlang: http://secure-login.click",DANGEROUS,REQUEST,"phishing,login_auth,urgency,link",uz,seed,akkauntingiz bloklandi darhol login ni tasdiqlang: http://secure login .click
Rasmni oching: photo.jpg.apk,DANGEROUS,REQUEST,"dangerous_file,malware",uz,seed,rasmni oching: photo.jpg .apk
Karta raqami va cvv kodni kiriting,DANGEROUS,REQUEST,"card_data,cvv,phishing",uz,seed,karta raqami va cvv kod ni kiriting
To'lov amali bajarilmadi. Qayta kiriting: http://pay-check.xyz,DANGEROUS,REQUEST,"bank,link,phishing",uz,seed,to lov amali bajarilmadi. qayta kiriting: http://pay check.xyz
"Darhol akkauntingizni tasdiqlang, aks holda o'chiriladi",DANGEROUS,REQUEST,"phishing,urgency",uz,seed,darhol akkauntingizni tasdiqlang aks holda o chiriladi
"Karta raqami, amal qilish muddati va CVV kod kerak",DANGEROUS,REQUEST,"card_data,cvv,phishing",uz,seed,karta raqami amal qilish muddati va cvv kod kerak
Telegram Premium tekinga! Faqat bugun: http://t-premium.click,DANGEROUS,UNKNOWN,"phishing,link",uz,seed,telegram premium tekinga faqat bugun: http://t premium.click
"Kodingizni menga ayting, tizimni tuzatamiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,kod ingizni menga ayting tizimni tuzatamiz
Yangilanishni yuklab oling: update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,seed,yangilanishni yuklab oling: update .apk
Hujjatni ko'ring: scan_doc.pdf.exe,DANGEROUS,REQUEST,"malware,dangerous_file",uz,seed,hujjatni ko ring: scan_doc .pdf .exe
Sizning hisobingiz xavf ostida! Kirish: http://secure-bank.xyz,DANGEROUS,REQUEST,"phishing,urgency,link",uz,seed,sizning hisobingiz xavf ostida kirish: http://secure bank.xyz
Pul yutug'ini rasmiylashtirish uchun karta raqamingizni yuboring,DANGEROUS,REQUEST,"card_data,prize_bait,phishing",uz,seed,pul yutug ini rasmiylashtirish uchun karta raqamingizni yuboring
Sizning kodingiz: 1122. Uni xodimimizga ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,sizning kod ingiz: 1122. uni xodimimizga ayting.
Bank xizmati: Karta bloklandi. Ochish uchun: http://unblock-card.io,DANGEROUS,REQUEST,"bank,phishing,link",uz,seed,bank xizmati: karta bloklandi. ochish uchun: http://unblock card .io
To'lovni tasdiqlash uchun kodni kiriting,DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,to lovni tasdiqlash uchun kod ni kiriting
Dasturni yangilang: browser_new.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,seed,dasturni yangilang: browser_new .apk
Karta ma'lumotlari xavf ostida! Kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,karta ma lumotlari xavf ostida kod ni ayting.
To'lovni bekor qilish uchun: http://cancel-pay.xyz,DANGEROUS,REQUEST,"phishing,link",uz,seed,to lovni bekor qilish uchun: http://cancel pay.xyz
Diqqat! Akkauntingizga chetdan kirildi. Tekshirish: http://auth-check.net,DANGEROUS,REQUEST,"phishing,link,urgency",uz,seed,diqqat akkauntingizga chetdan kirildi. tekshirish: http://auth check.net
Kodni yozib yuboring,DANGEROUS,REQUEST,"otp_request,phishing",uz,seed,kod ni yozib yuboring
Kreditingiz ma'qullandi! Shartnoma: http://bank-credit.click,DANGEROUS,REQUEST,"phishing,link",uz,seed,kreditingiz ma qullandi shartnoma: http://bank credit.click
Karta raqamini yozing,DANGEROUS,REQUEST,"card_data,phishing",uz,seed,karta raqamini yozing
CVV kodini ayting,DANGEROUS,REQUEST,"card_data,cvv,phishing",uz,seed,cvv kod ini ayting
Amal qilish muddati kerak,DANGEROUS,REQUEST,"card_data,phishing",uz,seed,amal qilish muddati kerak
Telegramni yangilang: tg_update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,seed,telegramni yangilang: tg_update .apk
Hujjat: invoice.pdf.scr,DANGEROUS,REQUEST,"malware,dangerous_file",uz,seed,hujjat: invoice .pdf .scr
Login parolingizni kiriting: http://login-verify.top,DANGEROUS,REQUEST,"phishing,link",uz,seed,login parol ingizni kiriting: http:// login verify.top
